일자|시간|구분,공급량
2019-02-12 03 B,1288.4065649331892
2019-02-12 04 B,1318.7223100156305
2019-02-12 05 B,1524.1059429770226
2019-02-12 06 B,1608.9701654859446
2019-02-12 07 B,1873.186066162825
2019-02-12 08 B,2385.5267933621085
2019-02-12 09 B,2430.0953178104196
2019-02-12 10 B,2251.9665547631657
2019-02-12 11 B,2160.1824714167515
2019-02-12 12 B,1904.6263596733052
2019-02-12 13 B,1753.5498071815623
2019-02-12 14 B,1698.878538904725
2019-02-12 15 B,1625.2427973296303
2019-02-12 16 B,1608.0357172104164
2019-02-12 17 B,1644.4194146565321
2019-02-12 18 B,1817.8998049667457
2019-02-12 19 B,2177.0806505720425
2019-02-12 20 B,2265.706210054209
2019-02-12 21 B,2243.9719454816313
2019-02-12 22 B,2213.441167302701
2019-02-12 23 B,2038.1054910322373
2019-02-12 24 B,1893.2815832950996
2019-02-13 01 B,1690.3226290003056
2019-02-13 02 B,1407.686926960146
2019-02-13 03 B,1304.1498374296916
2019-02-13 04 B,1310.8558195197459
2019-02-13 05 B,1498.4966183368747
2019-02-13 06 B,1622.3801044334318
2019-02-13 07 B,1891.4487810972635
2019-02-13 08 B,2398.901044052969
2019-02-13 09 B,2443.4695685012803
2019-02-13 10 B,2225.0939104830095
2019-02-13 11 B,2099.801706800493
2019-02-13 12 B,1839.9917748560513
2019-02-13 13 B,1622.0933906511702
2019-02-13 14 B,1594.4088846588406
2019-02-13 15 B,1445.862375827968
2019-02-13 16 B,1447.1667572826968
2019-02-13 17 B,1467.5188009208216
2019-02-13 18 B,1636.9486742793779
2019-02-13 19 B,1969.5490838627206
2019-02-13 20 B,2062.339002632638
2019-02-13 21 B,2083.328500655412
2019-02-13 22 B,2023.5796899079419
2019-02-13 23 B,1944.8574279147056
2019-02-13 24 B,1801.1992405135331
2019-02-14 01 B,1573.3776231274007
2019-02-14 02 B,1310.5496297389573
2019-02-14 03 B,1208.6236565000297
2019-02-14 04 B,1239.7006676484643
2019-02-14 05 B,1477.0626179858411
2019-02-14 06 B,1555.9066411440706
2019-02-14 07 B,1823.6396890262724
2019-02-14 08 B,2285.484030675605
2019-02-14 09 B,2330.052555123916
2019-02-14 10 B,2174.507362421277
2019-02-14 11 B,2077.1665497861177
2019-02-14 12 B,1830.3148466891494
2019-02-14 13 B,1663.9740440086919
2019-02-14 14 B,1582.1206398665033
2019-02-14 15 B,1483.319209929437
2019-02-14 16 B,1476.8121927707425
2019-02-14 17 B,1508.28090650206
2019-02-14 18 B,1698.425001376573
2019-02-14 19 B,2032.5998733200365
2019-02-14 20 B,2128.851871431487
2019-02-14 21 B,2124.6705896472668
2019-02-14 22 B,2119.8960396424873
2019-02-14 23 B,1989.0300123980178
2019-02-14 24 B,1870.8465550521998
2019-02-15 01 B,1633.4974704570516
2019-02-15 02 B,1390.2834008842324
2019-02-15 03 B,1284.963675106151
2019-02-15 04 B,1284.963675106151
2019-02-15 05 B,1464.8346263139174
2019-02-15 06 B,1543.6786494721468
2019-02-15 07 B,1828.9556069997702
2019-02-15 08 B,2354.0804136529423
2019-02-15 09 B,2398.6489381012534
2019-02-15 10 B,2213.714582612491
2019-02-15 11 B,2123.8174560662796
2019-02-15 12 B,1841.5744935615642
2019-02-15 13 B,1637.6279482739876
2019-02-15 14 B,1571.164139715545
2019-02-15 15 B,1467.2736640691362
2019-02-15 16 B,1459.1134125271199
2019-02-15 17 B,1497.3244063511015
2019-02-15 18 B,1686.924072194793
2019-02-15 19 B,2018.7651904472896
2019-02-15 20 B,2112.5798590678896
2019-02-15 21 B,2101.474399384269
2019-02-15 22 B,2091.3282938207385
2019-02-15 23 B,1940.616992187459
2019-02-15 24 B,1814.281802473396
2019-02-16 01 B,1602.0160637451568
2019-02-16 02 B,1373.2011814933594
2019-02-16 03 B,1272.5618422409243
2019-02-16 04 B,1272.5618422409243
2019-02-16 05 B,1431.2767580313798
2019-02-16 06 B,1499.6258135099104
2019-02-16 07 B,1592.7385681202509
2019-02-16 08 B,1914.446783977548
2019-02-16 09 B,2059.0908168792857
2019-02-16 10 B,2035.9683737378114
2019-02-16 11 B,1908.3954782103947
2019-02-16 12 B,1771.616862175518
2019-02-16 13 B,1618.6779545701204
2019-02-16 14 B,1554.835012408973
2019-02-16 15 B,1435.5797759510108
2019-02-16 16 B,1429.0727587923163
2019-02-16 17 B,1463.7690234007541
2019-02-16 18 B,1624.5459038670413
2019-02-16 19 B,1942.817882181328
2019-02-16 20 B,1962.380465883309
2019-02-16 21 B,1948.2066102822628
2019-02-16 22 B,1854.244322682698
2019-02-16 23 B,1720.5086130925106
2019-02-16 24 B,1665.9131038970395
2019-02-17 01 B,1487.36453785524
2019-02-17 02 B,1250.303475367907
2019-02-17 03 B,1165.958689060312
2019-02-17 04 B,1167.5698053518388
2019-02-17 05 B,1331.5508551758296
2019-02-17 06 B,1356.5608797742711
2019-02-17 07 B,1376.2331061458121
2019-02-17 08 B,1638.6919603181475
2019-02-17 09 B,1892.8747259290003
2019-02-17 10 B,1926.6769906942106
2019-02-17 11 B,1820.4381441767487
2019-02-17 12 B,1741.6575796371685
2019-02-17 13 B,1589.9665596545858
2019-02-17 14 B,1496.1569153930573
2019-02-17 15 B,1428.5812788466108
2019-02-17 16 B,1414.6070985617548
2019-02-17 17 B,1450.2273457062238
2019-02-17 18 B,1662.5034413393084
2019-02-17 19 B,1936.621311638426
2019-02-17 20 B,1979.6473699317628
2019-02-17 21 B,1943.2432668583995
2019-02-17 22 B,1914.03384948667
2019-02-17 23 B,1779.3784275345915
2019-02-17 24 B,1691.3980528200534
2019-02-18 01 B,1526.337123026932
2019-02-18 02 B,1289.666770560315
2019-02-18 03 B,1213.4875006464124
2019-02-18 04 B,1220.1934827364666
2019-02-18 05 B,1416.3507569565647
2019-02-18 06 B,1491.6065208047248
2019-02-18 07 B,1775.8825348892844
2019-02-18 08 B,2252.282258042737
2019-02-18 09 B,2294.0951888317218
2019-02-18 10 B,2142.967975551221
2019-02-18 11 B,2018.1324625087775
2019-02-18 12 B,1805.2305949982785
2019-02-18 13 B,1661.1313788551315
2019-02-18 14 B,1559.6248064494637
2019-02-18 15 B,1439.7648241106995
2019-02-18 16 B,1438.3468526613474
2019-02-18 17 B,1457.259357557161
2019-02-18 18 B,1666.1905041317991
2019-02-18 19 B,2011.604426623397
2019-02-18 20 B,2083.0473756525116
2019-02-18 21 B,2095.0682625719633
2019-02-18 22 B,2060.059098845851
2019-02-18 23 B,1929.1930716013824
2019-02-18 24 B,1763.43985720399
2019-02-19 01 B,1585.3792633843025
2019-02-19 02 B,1297.6627730760797
2019-02-19 03 B,1235.0470766310589
2019-02-19 04 B,1241.7530587211131
2019-02-19 05 B,1424.1797311245264
2019-02-19 06 B,1494.670466212619
2019-02-19 07 B,1773.9272243895498
2019-02-19 08 B,2243.145593966016
2019-02-19 09 B,2287.714118414327
2019-02-19 10 B,2112.437474164947
2019-02-19 11 B,2009.8759291299286
2019-02-19 12 B,1771.0860473109906
2019-02-19 13 B,1558.1204413886653
2019-02-19 14 B,1521.4385203872448
2019-02-19 15 B,1427.7719655654785
2019-02-19 16 B,1410.364086624611
2019-02-19 17 B,1436.0247048218775
2019-02-19 18 B,1575.5490001630474
2019-02-19 19 B,1931.1127780361594
2019-02-19 20 B,2019.863957704982
2019-02-19 21 B,2064.8336488506307
2019-02-19 22 B,2033.8564226737021
2019-02-19 23 B,1925.0147485568334
2019-02-19 24 B,1763.43985720399
2019-02-20 01 B,1556.791306672701
2019-02-20 02 B,1293.9438029093283
2019-02-20 03 B,1202.6368578171948
2019-02-20 04 B,1246.8338469891762
2019-02-20 05 B,1424.1797311245264
2019-02-20 06 B,1494.670466212619
2019-02-20 07 B,1773.9272243895498
2019-02-20 08 B,2295.9694355027464
2019-02-20 09 B,2340.5379599510575
2019-02-20 10 B,2160.120316759045
2019-02-20 11 B,2094.119470240245
2019-02-20 12 B,1834.6582302115883
2019-02-20 13 B,1671.2571085166787
2019-02-20 14 B,1564.315796615839
2019-02-20 15 B,1439.7648241106995
2019-02-20 16 B,1426.3539941161264
2019-02-20 17 B,1457.8227078474438
2019-02-20 18 B,1666.1905041317991
2019-02-20 19 B,2014.3206074015538
2019-02-20 20 B,2113.281989373844
2019-02-20 21 B,2151.0705211673744
2019-02-20 22 B,2109.303689345555
2019-02-20 23 B,1961.9771664757218
2019-02-20 24 B,1818.6934668904373
2019-02-21 01 B,1626.300656469736
2019-02-21 02 B,1345.5955798149896
2019-02-21 03 B,1242.0584902845353
2019-02-21 04 B,1258.5693501196447
2019-02-21 05 B,1468.8759834167088
2019-02-21 06 B,1545.3869178554944
2019-02-21 07 B,1794.6622025445874
2019-02-21 08 B,2297.528382906375
2019-02-21 09 B,2335.762603246417
2019-02-21 10 B,2155.3449600544045
2019-02-21 11 B,2048.204070548003
2019-02-21 12 B,1794.1237586856823
2019-02-21 13 B,1623.0848496800959
2019-02-21 14 B,1550.289549247547
2019-02-21 15 B,1428.9348879650981
2019-02-21 16 B,1427.516916515746
2019-02-21 17 B,1453.1511733288792
2019-02-21 18 B,1637.867403607253
2019-02-21 19 B,1989.6916706016173
2019-02-21 20 B,2114.444911773464
2019-02-21 21 B,2148.055120522445
2019-02-21 22 B,2091.021603668732
2019-02-21 23 B,1930.355994001002
2019-02-21 24 B,1764.6027796036096
2019-02-22 01 B,1537.577176858327
2019-02-22 02 B,1268.298966286354
2019-02-22 03 B,1162.9792405082726
2019-02-22 04 B,1162.9792405082726
2019-02-22 05 B,1317.6991011066116
2019-02-22 06 B,1399.7375657936986
2019-02-22 07 B,1713.597702990452
2019-02-22 08 B,2141.35516398522
2019-02-22 09 B,2155.6844026250487
2019-02-22 10 B,2023.0275568746404
2019-02-22 11 B,1928.3192370344193
2019-02-22 12 B,1761.870872180934
2019-02-22 13 B,1575.9839574877658
2019-02-22 14 B,1518.7710395929741
2019-02-22 15 B,1424.4950695396824
2019-02-22 16 B,1417.242641172146
2019-02-22 17 B,1448.7113549034634
2019-02-22 18 B,1653.4046110862564
2019-02-22 19 B,1964.1609241132294
2019-02-22 20 B,2043.943147716169
2019-02-22 21 B,2017.138066150148
2019-02-22 22 B,1985.4026387570884
2019-02-22 23 B,1872.5243648983808
2019-02-22 24 B,1745.737009554303
2019-02-23 01 B,1549.1711279677008
2019-02-23 02 B,1314.8835813490841
2019-02-23 03 B,1251.7352491785762
2019-02-23 04 B,1251.7352491785762
2019-02-23 05 B,1400.155250287253
2019-02-23 06 B,1418.4546012562632
2019-02-23 07 B,1475.662474450399
2019-02-23 08 B,1817.6409029565143
2019-02-23 09 B,1977.1020461091484
2019-02-23 10 B,1954.8268333623148
2019-02-23 11 B,1870.6674048905015
2019-02-23 12 B,1738.4748714495413
2019-02-23 13 B,1560.3929307754736
2019-02-23 14 B,1487.56408929678
2019-02-23 15 B,1400.6262413693512
2019-02-23 16 B,1399.0226503164529
2019-02-23 17 B,1430.6769836513165
2019-02-23 18 B,1612.9319879481518
2019-02-23 19 B,1902.318356854732
2019-02-23 20 B,1958.5238994861354
2019-02-23 21 B,1913.776394519079
2019-02-23 22 B,1887.7530199670853
2019-02-23 23 B,1753.0975980150067
2019-02-23 24 B,1671.7522098735326
2019-02-24 01 B,1561.8320812508045
2019-02-24 02 B,1333.2304529551873
2019-02-24 03 B,1242.435449464063
2019-02-24 04 B,1242.435449464063
2019-02-24 05 B,1375.339488139619
2019-02-24 06 B,1390.0450331032732
2019-02-24 07 B,1491.1269420832705
2019-02-24 08 B,1735.1690796981406
2019-02-24 09 B,1920.140133481568
2019-02-24 10 B,1920.531218181572
2019-02-24 11 B,1803.353213120771
2019-02-24 12 B,1716.1533407589163
2019-02-24 13 B,1513.851789131698
2019-02-24 14 B,1477.1264448051752
2019-02-24 15 B,1398.1119289116962
2019-02-24 16 B,1393.2588768882786
2019-02-24 17 B,1432.314204606813
2019-02-24 18 B,1609.7401830882116
2019-02-24 19 B,1925.0675058919458
2019-02-24 20 B,1963.952289438699
2019-02-24 21 B,1927.5481863653356
2019-02-24 22 B,1898.3387689936062
2019-02-24 23 B,1763.6833470415277
2019-02-24 24 B,1676.2192030396222
2019-02-25 01 B,1526.337123026932
2019-02-25 02 B,1252.1757634783878
2019-02-25 03 B,1213.4875006464124
2019-02-25 04 B,1220.1934827364666
2019-02-25 05 B,1416.3507569565647
2019-02-25 06 B,1491.6065208047248
2019-02-25 07 B,1762.886838632137
2019-02-25 08 B,2227.3264512645383
2019-02-25 09 B,2269.139382053523
2019-02-25 10 B,2043.6372557077784
2019-02-25 11 B,1945.334724712105
2019-02-25 12 B,1605.3686097121279
2019-02-25 13 B,1464.6298534503935
2019-02-25 14 B,1377.1223737806363
2019-02-25 15 B,1213.4609353663868
2019-02-25 16 B,1207.6842425183772
2019-02-25 17 B,1230.103907979982
2019-02-25 18 B,1395.8871718302114
2019-02-25 19 B,1699.1698462842126
2019-02-25 20 B,1872.520277138571
2019-02-25 21 B,1925.9429293789462
2019-02-25 22 B,1913.6107806202917
2019-02-25 23 B,1762.966544564951
2019-02-25 24 B,1707.797351564982
2019-02-26 01 B,1392.4592903980304
2019-02-26 02 B,1228.6581384910023
2019-02-26 03 B,1128.5514349640544
2019-02-26 04 B,1136.5969955628673
2019-02-26 05 B,1320.4640590531385
2019-02-26 06 B,1388.7532960434462
2019-02-26 07 B,1717.6087394969568
2019-02-26 08 B,2168.942768540202
2019-02-26 09 B,2217.2434456496467
2019-02-26 10 B,2024.4415637855907
2019-02-26 11 B,1855.2849599686992
2019-02-26 12 B,1551.6015232592647
2019-02-26 13 B,1389.6302017344683
2019-02-26 14 B,1332.0957983012033
2019-02-26 15 B,1209.1022139677293
2019-02-26 16 B,1207.6842425183772
2019-02-26 17 B,1234.4626293786396
2019-02-26 18 B,1395.8871718302114
2019-02-26 19 B,1699.1698462842126
2019-02-26 20 B,1869.0851965645054
2019-02-26 21 B,1934.322602135836
2019-02-26 22 B,1913.6107806202917
2019-02-26 23 B,1762.966544564951
2019-02-26 24 B,1636.3693592912205
2019-02-27 01 B,1398.0585620856423
2019-02-27 02 B,1236.995796994176
2019-02-27 03 B,1132.2229209248728
2019-02-27 04 B,1140.2684815236858
2019-02-27 05 B,1319.0547567458939
2019-02-27 06 B,1387.3439937362016
2019-02-27 07 B,1699.7321449705369
2019-02-27 08 B,2113.7176123759973
2019-02-27 09 B,2162.018289485442
2019-02-27 10 B,1987.273146657081
2019-02-27 11 B,1920.8865466216675
2019-02-27 12 B,1597.627827796928
2019-02-27 13 B,1461.383003549954
2019-02-27 14 B,1330.6864959939587
2019-02-27 15 B,1258.811199491737
2019-02-27 16 B,1257.3932280423849
2019-02-27 17 B,1233.053327071395
2019-02-27 18 B,1394.4778695229668
2019-02-27 19 B,1770.8105985567508
2019-02-27 20 B,1926.703177872064
2019-02-27 21 B,1924.5336270717016
2019-02-27 22 B,1912.2014783130471
2019-02-27 23 B,1799.6351598601748
2019-02-27 24 B,1725.8539462262854
2019-02-28 01 B,1437.8032280083578
2019-02-28 02 B,1237.6906358407405
2019-02-28 03 B,1135.4931248190449
2019-02-28 04 B,1154.25808162961
2019-02-28 05 B,1314.279400041253
2019-02-28 06 B,1376.1184198480314
2019-02-28 07 B,1688.5065710823662
2019-02-28 08 B,2103.879211576231
2019-02-28 09 B,2144.3787204665696
2019-02-28 10 B,1899.4631449494948
2019-02-28 11 B,1723.7832432426324
2019-02-28 12 B,1491.0205399430347
2019-02-28 13 B,1347.7542244450665
2019-02-28 14 B,1272.4997874647174
2019-02-28 15 B,1211.0924736874686
2019-02-28 16 B,1257.3932280423849
2019-02-28 17 B,1288.8619417737023
2019-02-28 18 B,1394.4778695229668
2019-02-28 19 B,1697.760543976968
2019-02-28 20 B,1832.5014051240128
2019-02-28 21 B,1850.6250898549988
2019-02-28 22 B,1821.0110586986893
2019-02-28 23 B,1686.3690157383985
2019-02-28 24 B,1562.2953269787122
2019-03-01 01 B,1690.797488897005
2019-03-01 02 B,1350.0748825278993
2019-03-01 03 B,1217.4417932155025
2019-03-01 04 B,1217.4417932155025
2019-03-01 05 B,1443.1297820570032
2019-03-01 06 B,1561.266982778765
2019-03-01 07 B,1935.306343648797
2019-03-01 08 B,2303.202160827604
2019-03-01 09 B,2327.7950648202504
2019-03-01 10 B,2195.961631766611
2019-03-01 11 B,2131.937708333221
2019-03-01 12 B,2021.3439624111222
2019-03-01 13 B,1831.6587732014868
2019-03-01 14 B,1766.9803922796614
2019-03-01 15 B,1674.7262998784474
2019-03-01 16 B,1691.3515992591902
2019-03-01 17 B,1662.5277850576133
2019-03-01 18 B,1873.1839910707135
2019-03-01 19 B,2248.0528953375683
2019-03-01 20 B,2327.469659339092
2019-03-01 21 B,2350.0121627951407
2019-03-01 22 B,2305.71634047522
2019-03-01 23 B,2264.217571078368
2019-03-01 24 B,2109.433238553281
2019-03-02 01 B,1260.9405558064204
2019-03-02 02 B,1026.806462690933
2019-03-02 03 B,900.5465292739123
2019-03-02 04 B,973.7943823527385
2019-03-02 05 B,1161.2697296445783
2019-03-02 06 B,1190.4443232630413
2019-03-02 07 B,1275.259797748976
2019-03-02 08 B,1550.9537314325696
2019-03-02 09 B,1757.2996599716957
2019-03-02 10 B,1802.8464870418536
2019-03-02 11 B,1745.549279631869
2019-03-02 12 B,1555.1749339717142
2019-03-02 13 B,1440.0382009668385
2019-03-02 14 B,1402.6493381510302
2019-03-02 15 B,1283.6789735533118
2019-03-02 16 B,1282.2610021039598
2019-03-02 17 B,1305.2506838007812
2019-03-02 18 B,1538.524198648626
2019-03-02 19 B,1820.428285464892
2019-03-02 20 B,1919.3898344768102
2019-03-02 21 B,1893.2743711594226
2019-03-02 22 B,1854.2114376587965
2019-03-02 23 B,1711.041045994088
2019-03-02 24 B,1642.9593887049189
2019-03-03 01 B,1517.5311919221758
2019-03-03 02 B,1247.6900207942047
2019-03-03 03 B,1133.8526586341184
2019-03-03 04 B,1133.8526586341184
2019-03-03 05 B,1278.7402878842688
2019-03-03 06 B,1272.9370337259527
2019-03-03 07 B,1396.207257051505
2019-03-03 08 B,1622.1361582003494
2019-03-03 09 B,1774.0116151267857
2019-03-03 10 B,1798.0419409758772
2019-03-03 11 B,1697.163724410901
2019-03-03 12 B,1523.9231924402818
2019-03-03 13 B,1382.7451783311799
2019-03-03 14 B,1366.090608537071
2019-03-03 15 B,1269.1299368869732
2019-03-03 16 B,1222.287404530615
2019-03-03 17 B,1252.5563972812702
2019-03-03 18 B,1410.52086498077
2019-03-03 19 B,1727.7426660843896
2019-03-03 20 B,1824.695570123465
2019-03-03 21 B,1766.2509834269488
2019-03-03 22 B,1720.2022112995157
2019-03-03 23 B,1611.387605540433
2019-03-03 24 B,1563.7632636731191
2019-03-04 01 B,1307.705171201443
2019-03-04 02 B,1056.3260651004084
2019-03-04 03 B,971.5983884627559
2019-03-04 04 B,972.305657085926
2019-03-04 05 B,1191.557433938904
2019-03-04 06 B,1272.184989554737
2019-03-04 07 B,1701.459497345023
2019-03-04 08 B,2121.319504822404
2019-03-04 09 B,2100.2447843585364
2019-03-04 10 B,1845.6697372030503
2019-03-04 11 B,1671.9547313738735
2019-03-04 12 B,1472.8403009239664
2019-03-04 13 B,1376.6959045397093
2019-03-04 14 B,1226.5851493142568
2019-03-04 15 B,1101.149534589439
2019-03-04 16 B,1061.2030009276823
2019-03-04 17 B,1078.3026840972773
2019-03-04 18 B,1239.261968894845
2019-03-04 19 B,1594.3579476143686
2019-03-04 20 B,1746.824969220325
2019-03-04 21 B,1777.0439383619016
2019-03-04 22 B,1733.9497231131766
2019-03-04 23 B,1643.0276215721815
2019-03-04 24 B,1502.0586712707693
2019-03-05 01 B,1250.3344778984463
2019-03-05 02 B,987.298638953228
2019-03-05 03 B,879.0455386386243
2019-03-05 04 B,879.0455386386243
2019-03-05 05 B,1070.445273691618
2019-03-05 06 B,1124.7721582979316
2019-03-05 07 B,1521.5975799781263
2019-03-05 08 B,1926.4759066476156
2019-03-05 09 B,1948.9658051658755
2019-03-05 10 B,1683.6194249442433
2019-03-05 11 B,1585.8373164080087
2019-03-05 12 B,1406.3759710565084
2019-03-05 13 B,1286.5229143834288
2019-03-05 14 B,1162.293426171035
2019-03-05 15 B,1065.302167369294
2019-03-05 16 B,1044.6086899474576
2019-03-05 17 B,1066.932242181554
2019-03-05 18 B,1194.1360719007841
2019-03-05 19 B,1545.6093219103268
2019-03-05 20 B,1648.886079173299
2019-03-05 21 B,1729.7617519152745
2019-03-05 22 B,1699.0717311128094
2019-03-05 23 B,1594.1205081963092
2019-03-05 24 B,1463.8298931571637
2019-03-06 01 B,1202.6497388496684
2019-03-06 02 B,974.1894289178995
2019-03-06 03 B,847.9601197406367
2019-03-06 04 B,878.9647330526913
2019-03-06 05 B,1065.2836798376227
2019-03-06 06 B,1136.377376065248
2019-03-06 07 B,1532.5853678261358
2019-03-06 08 B,2004.7752128794382
2019-03-06 09 B,1963.1211357890659
2019-03-06 10 B,1698.2027162240754
2019-03-06 11 B,1636.296531212631
2019-03-06 12 B,1439.2990980896784
2019-03-06 13 B,1344.187317125513
2019-03-06 14 B,1262.587696453644
2019-03-06 15 B,1114.4622252237934
2019-03-06 16 B,1110.3630587821817
2019-03-06 17 B,1140.8124417700299
2019-03-06 18 B,1295.4756107503608
2019-03-06 19 B,1653.1921854158868
2019-03-06 20 B,1806.4454126183887
2019-03-06 21 B,1842.4428700813448
2019-03-06 22 B,1794.8526525699808
2019-03-06 23 B,1674.0866405401132
2019-03-06 24 B,1541.1532615393799
2019-03-07 01 B,1270.0415127947294
2019-03-07 02 B,1074.4609136646286
2019-03-07 03 B,995.2845618659427
2019-03-07 04 B,1034.2225957916082
2019-03-07 05 B,1251.1302747790148
2019-03-07 06 B,1358.0698127832147
2019-03-07 07 B,1706.0869256805338
2019-03-07 08 B,2139.998694383159
2019-03-07 09 B,2134.3553784479755
2019-03-07 10 B,1858.570156836
2019-03-07 11 B,1676.7386618184428
2019-03-07 12 B,1453.7315179075883
2019-03-07 13 B,1344.187317125513
2019-03-07 14 B,1262.587696453644
2019-03-07 15 B,1127.8119250420466
2019-03-07 16 B,1075.3247037703254
2019-03-07 17 B,1092.4243869399204
2019-03-07 18 B,1217.536304517343
2019-03-07 19 B,1563.6348430086932
2019-03-07 20 B,1764.5272307489615
2019-03-07 21 B,1788.231685816507
2019-03-07 22 B,1767.5857524973435
2019-03-07 23 B,1672.2898515887186
2019-03-07 24 B,1520.648284643949
2019-03-08 01 B,1271.8241490423566
2019-03-08 02 B,1046.342786040872
2019-03-08 03 B,943.610460599859
2019-03-08 04 B,943.610460599859
2019-03-08 05 B,1144.05084736809
2019-03-08 06 B,1204.3060440178328
2019-03-08 07 B,1590.2413534970408
2019-03-08 08 B,2035.3365988720022
2019-03-08 09 B,2011.497643054678
2019-03-08 10 B,1776.3602316130996
2019-03-08 11 B,1653.4704776913366
2019-03-08 12 B,1459.3583726705526
2019-03-08 13 B,1374.6435030337232
2019-03-08 14 B,1289.1074623841537
2019-03-08 15 B,1145.1618171950208
2019-03-08 16 B,1143.7438457456688
2019-03-08 17 B,1125.4441078493578
2019-03-08 18 B,1279.5628477988673
2019-03-08 19 B,1682.8269953360168
2019-03-08 20 B,1778.0360586639192
2019-03-08 21 B,1788.9762966687952
2019-03-08 22 B,1718.395483922024
2019-03-08 23 B,1617.2973527579084
2019-03-08 24 B,1490.5937751543345
2019-03-09 01 B,1263.0974347533374
2019-03-09 02 B,1052.5649574682498
2019-03-09 03 B,954.5130185528831
2019-03-09 04 B,987.4221630084016
2019-03-09 05 B,1198.396049287135
2019-03-09 06 B,1210.2688286561017
2019-03-09 07 B,1322.910355026608
2019-03-09 08 B,1545.4252431429356
2019-03-09 09 B,1721.9225901105347
2019-03-09 10 B,1700.512473776624
2019-03-09 11 B,1588.7443199052448
2019-03-09 12 B,1442.1073088723742
2019-03-09 13 B,1345.0070812173235
2019-03-09 14 B,1244.841786251004
2019-03-09 15 B,1095.6564749766703
2019-03-09 16 B,1056.5189535232023
2019-03-09 17 B,1073.6186366927973
2019-03-09 18 B,1273.1796918033351
2019-03-09 19 B,1608.0719144617067
2019-03-09 20 B,1654.3488494167996
2019-03-09 21 B,1666.2682646646049
2019-03-09 22 B,1571.1447946319174
2019-03-09 23 B,1472.7633431499416
2019-03-09 24 B,1380.1364003348508
2019-03-10 01 B,1235.8247562209147
2019-03-10 02 B,985.1195179938893
2019-03-10 03 B,872.9749252035327
2019-03-10 04 B,872.9749252035327
2019-03-10 05 B,1076.2542316048605
2019-03-10 06 B,1065.1481268753093
2019-03-10 07 B,1087.809112595424
2019-03-10 08 B,1312.6930520559317
2019-03-10 09 B,1529.9238804261752
2019-03-10 10 B,1524.990603034502
2019-03-10 11 B,1489.2616721504962
2019-03-10 12 B,1392.846562660931
2019-03-10 13 B,1261.4970556668793
2019-03-10 14 B,1173.8592613486276
2019-03-10 15 B,1069.7673099155902
2019-03-10 16 B,1065.6681434739785
2019-03-10 17 B,1082.7678266435735
2019-03-10 18 B,1253.0486077538199
2019-03-10 19 B,1659.5764625436912
2019-03-10 20 B,1724.5641353145995
2019-03-10 21 B,1762.0937492747778
2019-03-10 22 B,1701.5751280466718
2019-03-10 23 B,1657.7642686852835
2019-03-10 24 B,1592.7071423459593
2019-03-11 01 B,1401.3578437878616
2019-03-11 02 B,1136.8806591858906
2019-03-11 03 B,1083.1091772579207
2019-03-11 04 B,1083.1091772579207
2019-03-11 05 B,1317.2171300385482
2019-03-11 06 B,1416.9512694835587
2019-03-11 07 B,1815.5766114019827
2019-03-11 08 B,2283.474980146269
2019-03-11 09 B,2227.1321697990993
2019-03-11 10 B,2005.986128977052
2019-03-11 11 B,1916.7437429488646
2019-03-11 12 B,1639.0268874207827
2019-03-11 13 B,1472.0028181340965
2019-03-11 14 B,1403.7906553238788
2019-03-11 15 B,1226.1596352818767
2019-03-11 16 B,1239.8225693026397
2019-03-11 17 B,1265.9400286401433
2019-03-11 18 B,1419.901995895307
2019-03-11 19 B,1787.1389722221634
2019-03-11 20 B,1980.6807354792584
2019-03-11 21 B,2017.337498154878
2019-03-11 22 B,2026.3471453372094
2019-03-11 23 B,1889.0430166996846
2019-03-11 24 B,1701.1295015456806
2019-03-12 01 B,1469.5985673702914
2019-03-12 02 B,1160.4892408602072
2019-03-12 03 B,1064.1461849473785
2019-03-12 04 B,1076.3763293856994
2019-03-12 05 B,1334.2446874315692
2019-03-12 06 B,1415.0267769075156
2019-03-12 07 B,1765.1936209277005
2019-03-12 08 B,2192.2628253096786
2019-03-12 09 B,2152.5821355877756
2019-03-12 10 B,1860.886406819872
2019-03-12 11 B,1682.865418904366
2019-03-12 12 B,1456.0477678914604
2019-03-12 13 B,1346.503567109385
2019-03-12 14 B,1211.9392118675307
2019-03-12 15 B,1068.2959869966471
2019-03-12 16 B,1025.6209772837753
2019-03-12 17 B,1048.6142145493668
2019-03-12 18 B,1206.408421302053
2019-03-12 19 B,1552.5069597934032
2019-03-12 20 B,1776.9987602669844
2019-03-12 21 B,1833.76685048604
2019-03-12 22 B,1797.1689025538528
2019-03-12 23 B,1674.6061015725907
2019-03-12 24 B,1522.964534627821
2019-03-13 01 B,1272.3577627786015
2019-03-13 02 B,1076.7771636485006
2019-03-13 03 B,945.926710583731
2019-03-13 04 B,945.926710583731
2019-03-13 05 B,1179.2762418074808
2019-03-13 06 B,1239.5314384572237
2019-03-13 07 B,1592.5576034809128
2019-03-13 08 B,2037.6528488558743
2019-03-13 09 B,1960.239656944237
2019-03-13 10 B,1672.4268339006378
2019-03-13 11 B,1566.4279020143788
2019-03-13 12 B,1338.6569306708038
2019-03-13 13 B,1207.5108672276228
2019-03-13 14 B,1121.4848120719669
2019-03-13 15 B,1018.5999991742292
