일자|시간|구분,공급량
2019-02-09 18 B,1905.2576
2019-02-09 19 B,2184.1912
2019-02-09 20 B,2274.3062
2019-02-09 21 B,2204.3638
2019-02-09 22 B,2118.0374
2019-02-09 23 B,2036.6115
2019-02-09 24 B,1950.3611
2019-02-10 01 B,1808.7823
2019-02-10 02 B,1581.2943
2019-02-10 03 B,1463.5265
2019-02-10 04 B,1517.8177
2019-02-10 05 B,1641.2172
2019-02-10 06 B,1681.017
2019-02-10 07 B,1756.2299
2019-02-10 08 B,2033.2086
2019-02-10 09 B,2207.4707
2019-02-10 10 B,2227.5327
2019-02-10 11 B,2136.407
2019-02-10 12 B,1956.9176
2019-02-10 13 B,1842.6284
2019-02-10 14 B,1782.2979
2019-02-10 15 B,1705.8046
2019-02-10 16 B,1673.2905
2019-02-10 17 B,1744.7351
2019-02-10 18 B,1919.1377
2019-02-10 19 B,2197.3286
2019-02-10 20 B,2317.5303
2019-02-10 21 B,2306.3862
2019-02-10 22 B,2253.55
2019-02-10 23 B,2132.296
2019-02-10 24 B,1999.5922
2019-02-11 01 B,1847.2357
2019-02-11 02 B,1579.2682
2019-02-11 03 B,1484.2637
2019-02-11 04 B,1529.8636
2019-02-11 05 B,1721.8337
2019-02-11 06 B,1847.8488
2019-02-11 07 B,2172.0754
2019-02-11 08 B,2622.288
2019-02-11 09 B,2685.1738
2019-02-11 10 B,2499.4805
2019-02-11 11 B,2362.7866
2019-02-11 12 B,2127.9238
2019-02-11 13 B,1973.1191
2019-02-11 14 B,1909.9828
2019-02-11 15 B,1794.3582
2019-02-11 16 B,1744.5219
2019-02-11 17 B,1806.2928
2019-02-11 18 B,1954.999
2019-02-11 19 B,2258.7988
2019-02-11 20 B,2440.6128
2019-02-11 21 B,2437.9697
2019-02-11 22 B,2393.3584
2019-02-11 23 B,2271.9546
2019-02-11 24 B,2117.003
2019-02-12 01 B,1940.0503
2019-02-12 02 B,1685.9093
2019-02-12 03 B,1549.1799
2019-02-12 04 B,1598.6212
2019-02-12 05 B,1778.3348
2019-02-12 06 B,1861.8391
2019-02-12 07 B,2139.3792
2019-02-12 08 B,2597.634
2019-02-12 09 B,2702.6074
2019-02-12 10 B,2468.5964
2019-02-12 11 B,2357.1904
2019-02-12 12 B,2119.569
2019-02-12 13 B,1982.3076
2019-02-12 14 B,1917.8414
2019-02-12 15 B,1814.332
2019-02-12 16 B,1787.4412
2019-02-12 17 B,1852.0276
2019-02-12 18 B,2014.176
2019-02-12 19 B,2318.8157
2019-02-12 20 B,2453.2764
2019-02-12 21 B,2458.8418
2019-02-12 22 B,2417.8225
2019-02-12 23 B,2287.142
2019-02-12 24 B,2152.3955
2019-02-13 01 B,1838.1412
2019-02-13 02 B,1555.208
2019-02-13 03 B,1435.9275
2019-02-13 04 B,1469.4861
2019-02-13 05 B,1651.6047
2019-02-13 06 B,1743.9979
2019-02-13 07 B,2000.2623
2019-02-13 08 B,2470.292
2019-02-13 09 B,2536.9102
2019-02-13 10 B,2353.2908
2019-02-13 11 B,2198.2656
2019-02-13 12 B,1975.2533
2019-02-13 13 B,1835.9244
2019-02-13 14 B,1770.5768
2019-02-13 15 B,1665.1875
2019-02-13 16 B,1627.1534
2019-02-13 17 B,1673.7047
2019-02-13 18 B,1840.3867
2019-02-13 19 B,2115.793
2019-02-13 20 B,2263.6335
2019-02-13 21 B,2265.897
2019-02-13 22 B,2241.2036
2019-02-13 23 B,2129.8914
2019-02-13 24 B,2007.1597
2019-02-14 01 B,1688.6271
2019-02-14 02 B,1459.1825
2019-02-14 03 B,1340.1097
2019-02-14 04 B,1383.8969
2019-02-14 05 B,1556.3269
2019-02-14 06 B,1645.5361
2019-02-14 07 B,1925.7307
2019-02-14 08 B,2390.6702
2019-02-14 09 B,2431.581
2019-02-14 10 B,2222.0479
2019-02-14 11 B,2067.9646
2019-02-14 12 B,1842.4688
2019-02-14 13 B,1704.3967
2019-02-14 14 B,1651.205
2019-02-14 15 B,1532.7665
2019-02-14 16 B,1484.293
2019-02-14 17 B,1544.449
2019-02-14 18 B,1722.846
2019-02-14 19 B,2025.9188
2019-02-14 20 B,2182.4385
2019-02-14 21 B,2171.3945
2019-02-14 22 B,2139.8528
2019-02-14 23 B,2041.6624
2019-02-14 24 B,1921.5983
2019-02-15 01 B,1666.1544
2019-02-15 02 B,1423.8385
2019-02-15 03 B,1305.7681
2019-02-15 04 B,1342.0883
2019-02-15 05 B,1524.5035
2019-02-15 06 B,1608.9863
2019-02-15 07 B,1871.5729
2019-02-15 08 B,2331.6736
2019-02-15 09 B,2375.3
2019-02-15 10 B,2197.0684
2019-02-15 11 B,2045.6134
2019-02-15 12 B,1821.5044
2019-02-15 13 B,1674.4083
2019-02-15 14 B,1593.6393
2019-02-15 15 B,1489.7156
2019-02-15 16 B,1441.8608
2019-02-15 17 B,1509.2892
2019-02-15 18 B,1681.1451
2019-02-15 19 B,1946.12
2019-02-15 20 B,2092.5312
2019-02-15 21 B,2101.353
2019-02-15 22 B,2052.7107
2019-02-15 23 B,1960.2285
2019-02-15 24 B,1813.3844
2019-02-16 01 B,1664.8298
2019-02-16 02 B,1447.5231
2019-02-16 03 B,1310.6293
2019-02-16 04 B,1339.2501
2019-02-16 05 B,1509.5527
2019-02-16 06 B,1523.0153
2019-02-16 07 B,1656.1765
2019-02-16 08 B,1953.5857
2019-02-16 09 B,2104.1204
2019-02-16 10 B,2113.558
2019-02-16 11 B,2024.0658
2019-02-16 12 B,1817.9551
2019-02-16 13 B,1662.6289
2019-02-16 14 B,1596.5764
2019-02-16 15 B,1502.9181
2019-02-16 16 B,1474.7943
2019-02-16 17 B,1522.6564
2019-02-16 18 B,1660.8849
2019-02-16 19 B,1931.7955
2019-02-16 20 B,2006.1456
2019-02-16 21 B,1965.2458
2019-02-16 22 B,1890.205
2019-02-16 23 B,1823.2097
2019-02-16 24 B,1752.5834
2019-02-17 01 B,1524.8549
2019-02-17 02 B,1311.7244
2019-02-17 03 B,1195.5481
2019-02-17 04 B,1243.6238
2019-02-17 05 B,1366.2224
2019-02-17 06 B,1400.0831
2019-02-17 07 B,1486.9578
2019-02-17 08 B,1764.431
2019-02-17 09 B,1946.6533
2019-02-17 10 B,1965.1514
2019-02-17 11 B,1859.3578
2019-02-17 12 B,1692.3557
2019-02-17 13 B,1576.1493
2019-02-17 14 B,1516.2816
2019-02-17 15 B,1439.7883
2019-02-17 16 B,1414.9773
2019-02-17 17 B,1480.3977
2019-02-17 18 B,1653.221
2019-02-17 19 B,1906.9556
2019-02-17 20 B,2009.6896
2019-02-17 21 B,1969.4614
2019-02-17 22 B,1934.511
2019-02-17 23 B,1825.2035
2019-02-17 24 B,1706.568
2019-02-18 01 B,1500.7849
2019-02-18 02 B,1283.2513
2019-02-18 03 B,1188.247
2019-02-18 04 B,1233.8469
2019-02-18 05 B,1424.7457
2019-02-18 06 B,1545.9937
2019-02-18 07 B,1873.2798
2019-02-18 08 B,2316.2454
2019-02-18 09 B,2393.1145
2019-02-18 10 B,2207.0227
2019-02-18 11 B,2066.563
2019-02-18 12 B,1843.4175
2019-02-18 13 B,1691.1876
2019-02-18 14 B,1629.3761
2019-02-18 15 B,1513.7515
2019-02-18 16 B,1490.5736
2019-02-18 17 B,1546.3861
2019-02-18 18 B,1700.59
2019-02-18 19 B,1978.3535
2019-02-18 20 B,2149.039
2019-02-18 21 B,2138.22
2019-02-18 22 B,2111.494
2019-02-18 23 B,2003.123
2019-02-18 24 B,1848.8362
2019-02-19 01 B,1689.535
2019-02-19 02 B,1474.0999
2019-02-19 03 B,1337.3707
2019-02-19 04 B,1386.812
2019-02-19 05 B,1566.2539
2019-02-19 06 B,1647.578
2019-02-19 07 B,1925.118
2019-02-19 08 B,2394.692
2019-02-19 09 B,2499.6606
2019-02-19 10 B,2266.209
2019-02-19 11 B,2131.5564
2019-02-19 12 B,1906.2593
2019-02-19 13 B,1768.9977
2019-02-19 14 B,1704.5316
2019-02-19 15 B,1601.0222
2019-02-19 16 B,1551.5762
2019-02-19 17 B,1623.9662
2019-02-19 18 B,1786.128
2019-02-19 19 B,2063.5564
2019-02-19 20 B,2191.2527
2019-02-19 21 B,2202.4795
2019-02-19 22 B,2179.3457
2019-02-19 23 B,2055.7668
2019-02-19 24 B,1926.9578
2019-02-20 01 B,1858.678
2019-02-20 02 B,1591.0812
2019-02-20 03 B,1478.8789
2019-02-20 04 B,1512.4375
2019-02-20 05 B,1694.2845
2019-02-20 06 B,1782.8394
2019-02-20 07 B,2039.1038
2019-02-20 08 B,2511.4812
2019-02-20 09 B,2578.54
2019-02-20 10 B,2387.2563
2019-02-20 11 B,2236.3728
2019-02-20 12 B,2014.2383
2019-02-20 13 B,1874.9094
2019-02-20 14 B,1809.5619
2019-02-20 15 B,1686.4984
2019-02-20 16 B,1654.1154
2019-02-20 17 B,1703.2695
2019-02-20 18 B,1869.965
2019-02-20 19 B,2145.1213
2019-02-20 20 B,2297.781
2019-02-20 21 B,2285.176
2019-02-20 22 B,2268.1677
2019-02-20 23 B,2157.6692
2019-02-20 24 B,2040.8759
2019-02-21 01 B,1707.0427
2019-02-21 02 B,1477.1559
2019-02-21 03 B,1362.1831
2019-02-21 04 B,1405.1737
2019-02-21 05 B,1577.6022
2019-02-21 06 B,1663.6079
2019-02-21 07 B,1944.599
2019-02-21 08 B,2413.5688
2019-02-21 09 B,2454.6174
2019-02-21 10 B,2244.9402
2019-02-21 11 B,2095.0
2019-02-21 12 B,1873.6055
2019-02-21 13 B,1735.5334
2019-02-21 14 B,1682.3416
2019-02-21 15 B,1562.1683
2019-02-21 16 B,1494.9061
2019-02-21 17 B,1555.807
2019-02-21 18 B,1734.2174
2019-02-21 19 B,2036.0486
2019-02-21 20 B,2181.7249
2019-02-21 21 B,2186.2817
2019-02-21 22 B,2162.4243
2019-02-21 23 B,2062.0525
2019-02-21 24 B,1947.9246
2019-02-22 01 B,1652.615
2019-02-22 02 B,1410.6385
2019-02-22 03 B,1296.668
2019-02-22 04 B,1332.1917
2019-02-22 05 B,1515.1361
2019-02-22 06 B,1598.3711
2019-02-22 07 B,1861.7542
2019-02-22 08 B,2327.658
2019-02-22 09 B,2374.2502
2019-02-22 10 B,2197.0972
2019-02-22 11 B,2050.2698
2019-02-22 12 B,1845.3236
2019-02-22 13 B,1698.2275
2019-02-22 14 B,1617.4585
2019-02-22 15 B,1503.6833
2019-02-22 16 B,1460.2673
2019-02-22 17 B,1530.7365
2019-02-22 18 B,1690.213
2019-02-22 19 B,1954.9393
2019-02-22 20 B,2089.566
2019-02-22 21 B,2088.0696
2019-02-22 22 B,2043.045
2019-02-22 23 B,1946.5841
2019-02-22 24 B,1801.4299
2019-02-23 01 B,1685.3699
2019-02-23 02 B,1466.7943
2019-02-23 03 B,1329.9005
2019-02-23 04 B,1357.7249
2019-02-23 05 B,1527.6587
2019-02-23 06 B,1538.0953
2019-02-23 07 B,1674.8269
2019-02-23 08 B,1973.9307
2019-02-23 09 B,2124.1758
2019-02-23 10 B,2135.8262
2019-02-23 11 B,2050.604
2019-02-23 12 B,1827.4102
2019-02-23 13 B,1672.084
2019-02-23 14 B,1606.0906
2019-02-23 15 B,1513.5884
2019-02-23 16 B,1482.5128
2019-02-23 17 B,1529.3593
2019-02-23 18 B,1676.2778
2019-02-23 19 B,1946.94
2019-02-23 20 B,2022.8279
2019-02-23 21 B,1982.3076
2019-02-23 22 B,1913.8672
2019-02-23 23 B,1842.579
2019-02-23 24 B,1774.0402
2019-02-24 01 B,1508.1708
2019-02-24 02 B,1296.2036
2019-02-24 03 B,1180.0273
2019-02-24 04 B,1227.3065
2019-02-24 05 B,1351.8744
2019-02-24 06 B,1382.2535
2019-02-24 07 B,1466.7421
2019-02-24 08 B,1734.35
2019-02-24 09 B,1909.0577
2019-02-24 10 B,1914.6006
2019-02-24 11 B,1804.4387
2019-02-24 12 B,1654.1875
2019-02-24 13 B,1537.981
2019-02-24 14 B,1478.1724
2019-02-24 15 B,1402.8352
2019-02-24 16 B,1377.5314
2019-02-24 17 B,1440.0973
2019-02-24 18 B,1608.0657
2019-02-24 19 B,1861.5519
2019-02-24 20 B,1975.2059
2019-02-24 21 B,1934.9398
2019-02-24 22 B,1899.9894
2019-02-24 23 B,1790.5374
2019-02-24 24 B,1677.2693
2019-02-25 01 B,1467.6937
2019-02-25 02 B,1239.1311
2019-02-25 03 B,1137.598
2019-02-25 04 B,1182.4015
2019-02-25 05 B,1373.8146
2019-02-25 06 B,1488.8875
2019-02-25 07 B,1807.6619
2019-02-25 08 B,2246.9697
2019-02-25 09 B,2312.456
2019-02-25 10 B,2127.2656
2019-02-25 11 B,1973.3423
2019-02-25 12 B,1741.6913
2019-02-25 13 B,1586.888
2019-02-25 14 B,1525.1355
2019-02-25 15 B,1402.9093
2019-02-25 16 B,1361.995
2019-02-25 17 B,1414.8873
2019-02-25 18 B,1556.325
2019-02-25 19 B,1824.6321
2019-02-25 20 B,2009.177
2019-02-25 21 B,2009.2566
2019-02-25 22 B,1980.6263
2019-02-25 23 B,1861.6244
2019-02-25 24 B,1707.4144
2019-02-26 01 B,1464.9127
2019-02-26 02 B,1241.418
2019-02-26 03 B,1104.9738
2019-02-26 04 B,1153.6185
2019-02-26 05 B,1333.1863
2019-02-26 06 B,1413.1256
2019-02-26 07 B,1683.2396
2019-02-26 08 B,2143.8396
2019-02-26 09 B,2251.4434
2019-02-26 10 B,2018.889
2019-02-26 11 B,1879.6111
2019-02-26 12 B,1666.0769
2019-02-26 13 B,1528.8153
2019-02-26 14 B,1465.7604
2019-02-26 15 B,1355.6494
2019-02-26 16 B,1304.607
2019-02-26 17 B,1371.9648
2019-02-26 18 B,1526.8447
2019-02-26 19 B,1793.3787
2019-02-26 20 B,1934.2219
2019-02-26 21 B,1951.4452
2019-02-26 22 B,1926.4072
2019-02-26 23 B,1800.4193
2019-02-26 24 B,1670.1893
2019-02-27 01 B,1433.7322
2019-02-27 02 B,1189.1112
2019-02-27 03 B,1077.194
2019-02-27 04 B,1110.0032
2019-02-27 05 B,1291.9761
2019-02-27 06 B,1380.7764
2019-02-27 07 B,1641.7668
2019-02-27 08 B,2110.1663
2019-02-27 09 B,2180.1775
2019-02-27 10 B,1998.2048
2019-02-27 11 B,1841.3595
2019-02-27 12 B,1611.6516
2019-02-27 13 B,1472.3229
2019-02-27 14 B,1408.3865
2019-02-27 15 B,1294.6407
2019-02-27 16 B,1255.5662
2019-02-27 17 B,1301.2661
2019-02-27 18 B,1460.6796
2019-02-27 19 B,1726.628
2019-02-27 20 B,1877.1381
2019-02-27 21 B,1885.3976
2019-02-27 22 B,1866.4851
2019-02-27 23 B,1759.2284
2019-02-27 24 B,1638.9246
2019-02-28 01 B,1398.4348
2019-02-28 02 B,1160.8584
2019-02-28 03 B,1047.3217
2019-02-28 04 B,1090.3123
2019-02-28 05 B,1249.608
2019-02-28 06 B,1334.3345
2019-02-28 07 B,1614.8855
2019-02-28 08 B,2080.0999
2019-02-28 09 B,2124.1003
2019-02-28 10 B,1918.1526
2019-02-28 11 B,1762.2039
2019-02-28 12 B,1530.0126
2019-02-28 13 B,1391.9407
2019-02-28 14 B,1339.8804
2019-02-28 15 B,1214.8403
2019-02-28 16 B,1185.1091
2019-02-28 17 B,1244.4138
2019-02-28 18 B,1370.2001
2019-02-28 19 B,1654.6785
2019-02-28 20 B,1807.1184
2019-02-28 21 B,1788.175
2019-02-28 22 B,1762.4144
2019-02-28 23 B,1679.3942
2019-02-28 24 B,1562.221
2019-03-01 01 B,1389.0533
2019-03-01 02 B,1151.9921
2019-03-01 03 B,1052.0162
2019-03-01 04 B,1078.0436
2019-03-01 05 B,1206.3892
2019-03-01 06 B,1298.8496
2019-03-01 07 B,1464.9124
2019-03-01 08 B,1795.8423
2019-03-01 09 B,1873.1915
2019-03-01 10 B,1860.3502
2019-03-01 11 B,1717.2538
2019-03-01 12 B,1532.0493
2019-03-01 13 B,1433.6234
2019-03-01 14 B,1388.8105
2019-03-01 15 B,1288.1836
2019-03-01 16 B,1259.5747
2019-03-01 17 B,1295.3827
2019-03-01 18 B,1453.6289
2019-03-01 19 B,1723.1322
2019-03-01 20 B,1877.3108
2019-03-01 21 B,1879.3369
2019-03-01 22 B,1821.4742
2019-03-01 23 B,1767.4581
2019-03-01 24 B,1618.1295
2019-03-02 01 B,1525.017
2019-03-02 02 B,1308.551
2019-03-02 03 B,1189.6304
2019-03-02 04 B,1218.0018
2019-03-02 05 B,1329.7357
2019-03-02 06 B,1363.521
2019-03-02 07 B,1513.8158
2019-03-02 08 B,1837.2114
2019-03-02 09 B,1967.4203
2019-03-02 10 B,1905.2053
2019-03-02 11 B,1777.5151
2019-03-02 12 B,1575.1301
2019-03-02 13 B,1468.8285
2019-03-02 14 B,1381.5094
2019-03-02 15 B,1273.2125
2019-03-02 16 B,1235.6012
2019-03-02 17 B,1256.1935
2019-03-02 18 B,1419.7739
2019-03-02 19 B,1710.0275
2019-03-02 20 B,1811.3375
2019-03-02 21 B,1766.7814
2019-03-02 22 B,1704.8959
2019-03-02 23 B,1656.7627
2019-03-02 24 B,1553.4138
2019-03-03 01 B,1426.7634
2019-03-03 02 B,1205.9982
2019-03-03 03 B,1112.2136
2019-03-03 04 B,1140.0364
2019-03-03 05 B,1258.0917
2019-03-03 06 B,1245.1155
2019-03-03 07 B,1299.4242
2019-03-03 08 B,1551.2845
2019-03-03 09 B,1687.4968
2019-03-03 10 B,1713.0038
2019-03-03 11 B,1625.3071
2019-03-03 12 B,1448.4188
2019-03-03 13 B,1351.4199
2019-03-03 14 B,1283.3948
2019-03-03 15 B,1180.9485
2019-03-03 16 B,1152.8174
2019-03-03 17 B,1193.2399
2019-03-03 18 B,1379.2697
2019-03-03 19 B,1647.965
2019-03-03 20 B,1792.243
2019-03-03 21 B,1797.1138
2019-03-03 22 B,1729.494
2019-03-03 23 B,1641.0632
2019-03-03 24 B,1541.8656
2019-03-04 01 B,1339.4811
2019-03-04 02 B,1125.0785
2019-03-04 03 B,1046.5731
2019-03-04 04 B,1082.6515
2019-03-04 05 B,1260.5249
2019-03-04 06 B,1375.6892
2019-03-04 07 B,1723.3782
2019-03-04 08 B,2117.81
2019-03-04 09 B,2033.7675
2019-03-04 10 B,1850.4579
2019-03-04 11 B,1666.6278
2019-03-04 12 B,1475.2554
2019-03-04 13 B,1383.9127
2019-03-04 14 B,1304.8784
2019-03-04 15 B,1182.6903
2019-03-04 16 B,1134.2036
2019-03-04 17 B,1164.0132
2019-03-04 18 B,1312.3566
2019-03-04 19 B,1597.634
2019-03-04 20 B,1831.1469
2019-03-04 21 B,1845.9941
2019-03-04 22 B,1827.9343
2019-03-04 23 B,1709.5774
2019-03-04 24 B,1605.8702
2019-03-05 01 B,1385.6553
2019-03-05 02 B,1150.1758
2019-03-05 03 B,1058.2814
2019-03-05 04 B,1093.8679
2019-03-05 05 B,1249.4187
2019-03-05 06 B,1345.0013
2019-03-05 07 B,1663.2164
2019-03-05 08 B,2119.019
2019-03-05 09 B,2020.1168
2019-03-05 10 B,1822.5054
2019-03-05 11 B,1673.2701
2019-03-05 12 B,1480.2744
2019-03-05 13 B,1386.7383
2019-03-05 14 B,1312.1854
2019-03-05 15 B,1200.001
2019-03-05 16 B,1170.773
2019-03-05 17 B,1207.3582
2019-03-05 18 B,1372.7644
2019-03-05 19 B,1655.3086
2019-03-05 20 B,1858.0612
2019-03-05 21 B,1880.6418
2019-03-05 22 B,1860.5151
2019-03-05 23 B,1743.3077
2019-03-05 24 B,1654.5052
2019-03-06 01 B,1377.7736
2019-03-06 02 B,1139.138
2019-03-06 03 B,1045.9784
2019-03-06 04 B,1076.3254
2019-03-06 05 B,1233.0902
2019-03-06 06 B,1334.1061
2019-03-06 07 B,1647.1168
2019-03-06 08 B,2076.8345
2019-03-06 09 B,2004.5535
2019-03-06 10 B,1793.5707
2019-03-06 11 B,1639.6724
2019-03-06 12 B,1438.3883
2019-03-06 13 B,1344.176
2019-03-06 14 B,1269.787
2019-03-06 15 B,1154.968
2019-03-06 16 B,1115.9562
2019-03-06 17 B,1148.5891
2019-03-06 18 B,1311.7534
2019-03-06 19 B,1602.2349
2019-03-06 20 B,1807.1852
2019-03-06 21 B,1842.2102
2019-03-06 22 B,1804.0181
2019-03-06 23 B,1731.9542
2019-03-06 24 B,1608.163
2019-03-07 01 B,1354.3407
2019-03-07 02 B,1127.4843
2019-03-07 03 B,1025.2549
2019-03-07 04 B,1060.1647
2019-03-07 05 B,1217.4711
2019-03-07 06 B,1315.0491
2019-03-07 07 B,1630.2156
2019-03-07 08 B,2053.6267
2019-03-07 09 B,1971.4011
2019-03-07 10 B,1775.7593
2019-03-07 11 B,1621.881
2019-03-07 12 B,1428.2753
2019-03-07 13 B,1333.3846
2019-03-07 14 B,1260.7568
2019-03-07 15 B,1148.0337
2019-03-07 16 B,1101.4169
2019-03-07 17 B,1132.7565
2019-03-07 18 B,1290.5287
2019-03-07 19 B,1581.5105
2019-03-07 20 B,1805.6595
2019-03-07 21 B,1818.1112
2019-03-07 22 B,1806.9524
2019-03-07 23 B,1688.1909
2019-03-07 24 B,1601.0056
2019-03-08 01 B,1328.9639
2019-03-08 02 B,1092.9403
2019-03-08 03 B,997.18054
2019-03-08 04 B,1024.1954
2019-03-08 05 B,1182.8845
2019-03-08 06 B,1282.2389
2019-03-08 07 B,1600.3363
2019-03-08 08 B,2017.1658
2019-03-08 09 B,1945.5693
2019-03-08 10 B,1754.3674
2019-03-08 11 B,1584.7295
2019-03-08 12 B,1389.6561
2019-03-08 13 B,1302.1917
2019-03-08 14 B,1227.2911
2019-03-08 15 B,1107.4298
2019-03-08 16 B,1060.2281
2019-03-08 17 B,1085.4772
2019-03-08 18 B,1239.7158
2019-03-08 19 B,1512.6454
2019-03-08 20 B,1710.9985
2019-03-08 21 B,1715.1661
2019-03-08 22 B,1692.7721
2019-03-08 23 B,1628.4587
2019-03-08 24 B,1508.45
2019-03-09 01 B,1191.2523
2019-03-09 02 B,986.71204
2019-03-09 03 B,860.6869
2019-03-09 04 B,891.9301
2019-03-09 05 B,1004.92267
2019-03-09 06 B,1042.9639
2019-03-09 07 B,1183.8885
2019-03-09 08 B,1506.2356
2019-03-09 09 B,1614.5747
2019-03-09 10 B,1546.6742
2019-03-09 11 B,1419.3575
2019-03-09 12 B,1234.7977
2019-03-09 13 B,1128.469
2019-03-09 14 B,1051.378
2019-03-09 15 B,943.253
2019-03-09 16 B,906.0653
2019-03-09 17 B,926.65796
2019-03-09 18 B,1073.9641
2019-03-09 19 B,1351.2416
2019-03-09 20 B,1473.2512
2019-03-09 21 B,1389.569
2019-03-09 22 B,1327.6835
2019-03-09 23 B,1264.7753
2019-03-09 24 B,1202.0474
2019-03-10 01 B,1223.1302
2019-03-10 02 B,1008.74884
2019-03-10 03 B,914.964
2019-03-10 04 B,945.6585
2019-03-10 05 B,1060.381
2019-03-10 06 B,1073.4993
2019-03-10 07 B,1144.7854
2019-03-10 08 B,1419.3516
2019-03-10 09 B,1561.7506
2019-03-10 10 B,1567.2463
2019-03-10 11 B,1483.6431
2019-03-10 12 B,1311.1681
2019-03-10 13 B,1213.8428
2019-03-10 14 B,1155.0964
2019-03-10 15 B,1052.4761
2019-03-10 16 B,1026.0865
2019-03-10 17 B,1066.8304
2019-03-10 18 B,1249.9309
2019-03-10 19 B,1530.8019
2019-03-10 20 B,1694.313
2019-03-10 21 B,1706.9269
2019-03-10 22 B,1639.3071
2019-03-10 23 B,1497.7162
2019-03-10 24 B,1421.463
2019-03-11 01 B,1302.5956
2019-03-11 02 B,1089.5115
2019-03-11 03 B,1011.006
2019-03-11 04 B,1047.0844
2019-03-11 05 B,1226.4044
2019-03-11 06 B,1344.5381
2019-03-11 07 B,1720.9629
2019-03-11 08 B,2119.2024
2019-03-11 09 B,2028.7283
2019-03-11 10 B,1839.8994
2019-03-11 11 B,1656.2056
2019-03-11 12 B,1462.6617
2019-03-11 13 B,1371.4958
2019-03-11 14 B,1266.6045
2019-03-11 15 B,1144.2423
2019-03-11 16 B,1098.0729
2019-03-11 17 B,1128.2041
2019-03-11 18 B,1273.6182
2019-03-11 19 B,1562.0247
2019-03-11 20 B,1790.3413
2019-03-11 21 B,1804.88
2019-03-11 22 B,1786.8202
2019-03-11 23 B,1675.2574
2019-03-11 24 B,1571.4884
2019-03-12 01 B,1286.4036
2019-03-12 02 B,1049.0951
2019-03-12 03 B,957.19977
2019-03-12 04 B,994.6706
2019-03-12 05 B,1151.668
2019-03-12 06 B,1248.1077
2019-03-12 07 B,1568.6655
2019-03-12 08 B,2021.1792
2019-03-12 09 B,1908.0239
2019-03-12 10 B,1698.4352
2019-03-12 11 B,1531.1418
2019-03-12 12 B,1338.1135
2019-03-12 13 B,1244.7542
2019-03-12 14 B,1169.3123
2019-03-12 15 B,1067.5322
2019-03-12 16 B,1014.0791
2019-03-12 17 B,1050.9861
2019-03-12 18 B,1208.9799
2019-03-12 19 B,1464.9746
2019-03-12 20 B,1650.4353
2019-03-12 21 B,1666.097
2019-03-12 22 B,1645.9703
2019-03-12 23 B,1531.5656
2019-03-12 24 B,1452.5314
2019-03-13 01 B,1235.3617
2019-03-13 02 B,994.9302
2019-03-13 03 B,901.7701
2019-03-13 04 B,934.0012
2019-03-13 05 B,1092.2122
2019-03-13 06 B,1194.113
2019-03-13 07 B,1507.1979
2019-03-13 08 B,1945.0277
2019-03-13 09 B,1858.4933
2019-03-13 10 B,1650.8359
2019-03-13 11 B,1498.9462
2019-03-13 12 B,1287.9655
2019-03-13 13 B,1208.9027
2019-03-13 14 B,1133.6246
2019-03-13 15 B,1030.8966
2019-03-13 16 B,989.94794
2019-03-13 17 B,1022.9027
2019-03-13 18 B,1178.1837
2019-03-13 19 B,1439.6735
2019-03-13 20 B,1672.9629
2019-03-13 21 B,1702.2671
2019-03-13 22 B,1662.3403
2019-03-13 23 B,1518.1653
2019-03-13 24 B,1431.193
2019-03-14 01 B,1243.055
2019-03-14 02 B,1009.5627
2019-03-14 03 B,907.33295
2019-03-14 04 B,942.4942
2019-03-14 05 B,1099.8005
2019-03-14 06 B,1197.6283
2019-03-14 07 B,1499.226
2019-03-14 08 B,1928.8424
2019-03-14 09 B,1832.3647
2019-03-14 10 B,1638.5767
2019-03-14 11 B,1487.0432
2019-03-14 12 B,1275.0375
2019-03-14 13 B,1195.2861
2019-03-14 14 B,1137.6207
2019-03-14 15 B,1035.6484
2019-03-14 16 B,990.3134
2019-03-14 17 B,1021.9747
2019-03-14 18 B,1165.5178
2019-03-14 19 B,1452.3254
2019-03-14 20 B,1656.181
2019-03-14 21 B,1660.9951
2019-03-14 22 B,1648.1017
2019-03-14 23 B,1542.9052
2019-03-14 24 B,1451.9965
2019-03-15 01 B,1278.1373
2019-03-15 02 B,1041.5858
2019-03-15 03 B,945.8262
2019-03-15 04 B,974.7252
2019-03-15 05 B,1133.4138
2019-03-15 06 B,1227.486
2019-03-15 07 B,1528.2937
2019-03-15 08 B,1932.4062
2019-03-15 09 B,1837.6107
2019-03-15 10 B,1637.9504
2019-03-15 11 B,1471.808
2019-03-15 12 B,1257.9745
2019-03-15 13 B,1185.6493
2019-03-15 14 B,1126.5731
2019-03-15 15 B,1017.2905
2019-03-15 16 B,968.0498
2019-03-15 17 B,993.6208
2019-03-15 18 B,1133.6294
2019-03-15 19 B,1389.6519
2019-03-15 20 B,1578.3958
2019-03-15 21 B,1576.5685
2019-03-15 22 B,1555.2589
2019-03-15 23 B,1487.0682
2019-03-15 24 B,1376.8278
2019-03-16 01 B,1232.293
2019-03-16 02 B,1036.6824
2019-03-16 03 B,914.75714
2019-03-16 04 B,946.00037
2019-03-16 05 B,1058.9923
2019-03-16 06 B,1092.0889
2019-03-16 07 B,1224.9131
2019-03-16 08 B,1535.9733
